	 its 	 r 	 ds 	 Newton iteration 	 flag 	 tol 	 residual 	 F(u;r) 	 iterations needed 
 114 	-0.2530796761 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000281642096 	  4.0 
 114 	-0.2530771694 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000130 	 0.000000001678 	  8.0 
 114 	-0.2530771694 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003157 	 0.000000000201 	 14.0 
 115 	 -0.2605825310 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055408541137 	 --- 
 115 	-0.2601422678 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000281434154 	  4.0 
 115 	-0.2601397736 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000120 	 0.000000001675 	  8.0 
 115 	-0.2601397736 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002559 	 0.000000000089 	 14.0 
 116 	 -0.2676518624 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055372565107 	 --- 
 116 	-0.2672117606 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000281225909 	  4.0 
 116 	-0.2672092790 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000111 	 0.000000001664 	  8.0 
 116 	-0.2672092790 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002573 	 0.000000000338 	 14.0 
 117 	 -0.2747280667 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055336548685 	 --- 
 117 	-0.2742881295 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000281017368 	  4.0 
 117 	-0.2742856602 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000102 	 0.000000001662 	  8.0 
 117 	-0.2742856602 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003304 	 0.000000000189 	 14.0 
 118 	 -0.2818111186 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055300493005 	 --- 
 118 	-0.2813713492 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000280808540 	  4.0 
 118 	-0.2813688923 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000095 	 0.000000001720 	  8.0 
 118 	-0.2813688923 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002900 	 0.000000000099 	 14.0 
 119 	 -0.2889009934 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055264399189 	 --- 
 119 	-0.2884613950 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000280599432 	  4.0 
 119 	-0.2884589503 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000088 	 0.000000001655 	  8.0 
 119 	-0.2884589503 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002729 	 0.000000000127 	 14.0 
 120 	 -0.2959976662 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055228268349 	 --- 
 120 	-0.2955582419 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000280390053 	  4.0 
 120 	-0.2955558094 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000083 	 0.000000001642 	  8.0 
 120 	-0.2955558094 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003125 	 0.000000000099 	 14.0 
 121 	 -0.3031011123 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055192101583 	 --- 
 121 	-0.3026618652 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000280180410 	  4.0 
 121 	-0.3026594448 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000080 	 0.000000001646 	  8.0 
 121 	-0.3026594448 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002688 	 0.000000000110 	 14.0 
 122 	 -0.3102113070 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055155899976 	 --- 
 122 	-0.3097722403 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000279970510 	  4.0 
 122 	-0.3097698318 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000078 	 0.000000001680 	  8.0 
 122 	-0.3097698318 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003161 	 0.000000000197 	 14.0 
 123 	 -0.3173282259 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055119664601 	 --- 
 123 	-0.3168893425 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000279760362 	  4.0 
 123 	-0.3168869460 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000079 	 0.000000001649 	  8.0 
 123 	-0.3168869460 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003307 	 0.000000000122 	 14.0 
 124 	 -0.3244518445 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055083396521 	 --- 
 124 	-0.3240131474 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000279549973 	  4.0 
 124 	-0.3240107628 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000081 	 0.000000001670 	  8.0 
 124 	-0.3240107628 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003672 	 0.000000000135 	 14.0 
 125 	 -0.3315821385 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055047096786 	 --- 
 125 	-0.3311436307 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000279339351 	  4.0 
 125 	-0.3311412579 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000084 	 0.000000001639 	  8.0 
 125 	-0.3311412579 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002985 	 0.000000000089 	 14.0 
 126 	 -0.3387190837 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.055010766433 	 --- 
 126 	-0.3382807681 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000279128502 	  4.0 
 126 	-0.3382784070 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000089 	 0.000000001668 	  8.0 
 126 	-0.3382784070 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00003038 	 0.000000000189 	 14.0 
 127 	 -0.3458626559 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054974406488 	 --- 
 127 	-0.3454245355 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000278917434 	  4.0 
 127 	-0.3454221860 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000095 	 0.000000001644 	  8.0 
 127 	-0.3454221860 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002633 	 0.000000000110 	 14.0 
 128 	 -0.3530128312 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054938017966 	 --- 
 128 	-0.3525749087 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000278706154 	  4.0 
 128 	-0.3525725708 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000102 	 0.000000001648 	  8.0 
 128 	-0.3525725708 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002470 	 0.000000000118 	 14.0 
 129 	 -0.3601695855 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054901601871 	 --- 
 129 	-0.3597318639 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000278494668 	  4.0 
 129 	-0.3597295375 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000110 	 0.000000001658 	  8.0 
 129 	-0.3597295375 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002232 	 0.000000000118 	 14.0 
 130 	 -0.3673328951 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054865159194 	 --- 
 130 	-0.3668953771 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000278282986 	  4.0 
 130 	-0.3668930622 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000118 	 0.000000001650 	  8.0 
 130 	-0.3668930622 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002913 	 0.000000000124 	 14.0 
 131 	 -0.3745027363 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054828690916 	 --- 
 131 	-0.3740654247 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000278071112 	  4.0 
 131 	-0.3740631210 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000126 	 0.000000001650 	  8.0 
 131 	-0.3740631210 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002426 	 0.000000000192 	 14.0 
 132 	 -0.3816790853 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054792198006 	 --- 
 132 	-0.3812419828 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000000 	 0.000277859053 	  4.0 
 132 	-0.3812396905 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000135 	 0.000000001659 	  8.0 
 132 	-0.3812396905 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002004 	 0.000000000120 	 14.0 
 133 	 -0.3888619186 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054755681422 	 --- 
 133 	-0.3884250280 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000277646818 	  4.0 
 133 	-0.3884227469 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000144 	 0.000000001666 	  8.0 
 133 	-0.3884227469 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002204 	 0.000000000343 	 14.0 
 134 	 -0.3960512129 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054719142111 	 --- 
 134 	-0.3956145367 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000277434411 	  4.0 
 134 	-0.3956122668 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000153 	 0.000000001734 	  8.0 
 134 	-0.3956122668 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00002295 	 0.000000000193 	 14.0 
 135 	 -0.4032469446 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054682581011 	 --- 
 135 	-0.4028104857 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000277221840 	  4.0 
 135 	-0.4028082268 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000162 	 0.000000001698 	  8.0 
 135 	-0.4028082268 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001831 	 0.000000000202 	 14.0 
 136 	 -0.4104490907 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054645999047 	 --- 
 136 	-0.4100128515 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000277009111 	  4.0 
 136 	-0.4100106037 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000172 	 0.000000001680 	  8.0 
 136 	-0.4100106037 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001753 	 0.000000000194 	 14.0 
 137 	 -0.4176576279 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054609397133 	 --- 
 137 	-0.4172216110 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000276796231 	  4.0 
 137 	-0.4172193742 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000181 	 0.000000001682 	  8.0 
 137 	-0.4172193742 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001580 	 0.000000000114 	 14.0 
 138 	 -0.4248725332 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054572776175 	 --- 
 138 	-0.4244367412 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000276583206 	  4.0 
 138 	-0.4244345152 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000190 	 0.000000001679 	  8.0 
 138 	-0.4244345152 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001552 	 0.000000000192 	 14.0 
 139 	 -0.4320937835 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054536137065 	 --- 
 139 	-0.4316582190 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000276370042 	  4.0 
 139 	-0.4316560038 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000200 	 0.000000001691 	  8.0 
 139 	-0.4316560038 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001557 	 0.000000000119 	 14.0 
 140 	 -0.4393213561 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054499480689 	 --- 
 140 	-0.4388860214 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000276156746 	  4.0 
 140 	-0.4388838170 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000209 	 0.000000001703 	  8.0 
 140 	-0.4388838170 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001399 	 0.000000000203 	 14.0 
 141 	 -0.4465552281 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054462807918 	 --- 
 141 	-0.4461201258 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000275943323 	  4.0 
 141 	-0.4461179321 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000218 	 0.000000001702 	  8.0 
 141 	-0.4461179321 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001399 	 0.000000000104 	 14.0 
 142 	 -0.4537953768 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054426119616 	 --- 
 142 	-0.4533605093 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000275729780 	  4.0 
 142 	-0.4533583262 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000227 	 0.000000001714 	  8.0 
 142 	-0.4533583262 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001305 	 0.000000000187 	 14.0 
 143 	 -0.4610417797 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054389416636 	 --- 
 143 	-0.4606071494 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000275516122 	  4.0 
 143 	-0.4606049769 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000237 	 0.000000001715 	  8.0 
 143 	-0.4606049769 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001397 	 0.000000000100 	 14.0 
 144 	 -0.4682944142 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054352699821 	 --- 
 144 	-0.4678600235 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000275302355 	  4.0 
 144 	-0.4678578615 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000246 	 0.000000001751 	  8.0 
 144 	-0.4678578615 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001111 	 0.000000000340 	 14.0 
 145 	 -0.4755532580 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054315970005 	 --- 
 145 	-0.4751191092 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000275088486 	  4.0 
 145 	-0.4751169576 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000255 	 0.000000001798 	  8.0 
 145 	-0.4751169576 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001048 	 0.000000000210 	 14.0 
 146 	 -0.4828182887 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054279228010 	 --- 
 146 	-0.4823843842 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000274874520 	  4.0 
 146 	-0.4823822429 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000264 	 0.000000001744 	  8.0 
 146 	-0.4823822429 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001603 	 0.000000000094 	 14.0 
 147 	 -0.4900894841 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054242474650 	 --- 
 147 	-0.4896558261 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000274660462 	  4.0 
 147 	-0.4896536952 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000273 	 0.000000001744 	  8.0 
 147 	-0.4896536951 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001044 	 0.000000000118 	 14.0 
 148 	 -0.4973668221 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054205710729 	 --- 
 148 	-0.4969334129 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000274446319 	  4.0 
 148 	-0.4969312922 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000282 	 0.000000001784 	  8.0 
 148 	-0.4969312922 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001116 	 0.000000000097 	 14.0 
 149 	 -0.5046502806 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054168937042 	 --- 
 149 	-0.5042171224 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000274232095 	  4.0 
 149 	-0.5042150119 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000291 	 0.000000001794 	  8.0 
 149 	-0.5042150119 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001147 	 0.000000000118 	 14.0 
 150 	 -0.5119398377 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054132154373 	 --- 
 150 	-0.5115069328 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000274017796 	  4.0 
 150 	-0.5115048323 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000300 	 0.000000001778 	  8.0 
 150 	-0.5115048323 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000911 	 0.000000000341 	 14.0 
 151 	 -0.5192354715 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054095363499 	 --- 
 151 	-0.5188028220 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000273803428 	  4.0 
 151 	-0.5188007316 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000308 	 0.000000001789 	  8.0 
 151 	-0.5188007316 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001017 	 0.000000000093 	 14.0 
 152 	 -0.5265371603 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054058565185 	 --- 
 152 	-0.5261047683 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000273588996 	  4.0 
 152 	-0.5261026879 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000317 	 0.000000001815 	  8.0 
 152 	-0.5261026879 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001023 	 0.000000000198 	 14.0 
 153 	 -0.5338448824 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.054021760189 	 --- 
 153 	-0.5334127501 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000273374506 	  4.0 
 153 	-0.5334106796 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000326 	 0.000000001804 	  8.0 
 153 	-0.5334106796 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001046 	 0.000000000109 	 14.0 
 154 	 -0.5411586162 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053984949259 	 --- 
 154 	-0.5407267457 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000273159961 	  4.0 
 154 	-0.5407246851 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000334 	 0.000000001812 	  8.0 
 154 	-0.5407246851 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00001003 	 0.000000000098 	 14.0 
 155 	 -0.5484783402 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053948133134 	 --- 
 155 	-0.5480467335 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000272945369 	  4.0 
 155 	-0.5480446827 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000343 	 0.000000001815 	  8.0 
 155 	-0.5480446827 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000816 	 0.000000000356 	 14.0 
 156 	 -0.5558040329 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053911312545 	 --- 
 156 	-0.5553726922 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000272730732 	  4.0 
 156 	-0.5553706512 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000351 	 0.000000001840 	  8.0 
 156 	-0.5553706512 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000819 	 0.000000000345 	 14.0 
 157 	 -0.5631356732 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053874488212 	 --- 
 157 	-0.5627046004 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000272516058 	  4.0 
 157 	-0.5627025690 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000359 	 0.000000001864 	  8.0 
 157 	-0.5627025690 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000982 	 0.000000000104 	 14.0 
 158 	 -0.5704732397 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053837660849 	 --- 
 158 	-0.5700424368 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000272301349 	  4.0 
 158 	-0.5700404151 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000368 	 0.000000001847 	  8.0 
 158 	-0.5700404151 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000896 	 0.000000000107 	 14.0 
 159 	 -0.5778167114 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053800831160 	 --- 
 159 	-0.5773861804 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000272086613 	  4.0 
 159 	-0.5773841682 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000376 	 0.000000001860 	  8.0 
 159 	-0.5773841682 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000826 	 0.000000000342 	 14.0 
 160 	 -0.5851660671 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053763999840 	 --- 
 160 	-0.5847358099 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000271871852 	  4.0 
 160 	-0.5847338073 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000384 	 0.000000001885 	  8.0 
 160 	-0.5847338073 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000847 	 0.000000000202 	 14.0 
 161 	 -0.5925212860 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053727167577 	 --- 
 161 	-0.5920913045 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000001 	 0.000271657073 	  4.0 
 161 	-0.5920893114 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000392 	 0.000000001874 	  8.0 
 161 	-0.5920893114 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000746 	 0.000000000124 	 14.0 
 162 	 -0.5998823470 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053690335048 	 --- 
 162 	-0.5994526432 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000271442279 	  4.0 
 162 	-0.5994506595 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000400 	 0.000000001881 	  8.0 
 162 	-0.5994506595 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000765 	 0.000000000093 	 14.0 
 163 	 -0.6072492296 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053653502924 	 --- 
 163 	-0.6068198052 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000271227475 	  4.0 
 163 	-0.6068178309 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000408 	 0.000000001897 	  8.0 
 163 	-0.6068178309 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000761 	 0.000000000349 	 14.0 
 164 	 -0.6146219128 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053616671868 	 --- 
 164 	-0.6141927699 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000271012666 	  4.0 
 164 	-0.6141908048 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000416 	 0.000000001909 	  8.0 
 164 	-0.6141908048 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000649 	 0.000000000089 	 14.0 
 165 	 -0.6220003763 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053579842533 	 --- 
 165 	-0.6215715165 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000270797857 	  4.0 
 165 	-0.6215695606 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000424 	 0.000000001905 	  8.0 
 165 	-0.6215695606 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000651 	 0.000000000347 	 14.0 
 166 	 -0.6293845993 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053543015566 	 --- 
 166 	-0.6289560245 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000270583051 	  4.0 
 166 	-0.6289540778 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000431 	 0.000000002022 	  8.0 
 166 	-0.6289540778 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000733 	 0.000000000108 	 14.0 
 167 	 -0.6367745615 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053506191603 	 --- 
 167 	-0.6363462734 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000270368254 	  4.0 
 167 	-0.6363443358 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000439 	 0.000000001948 	  8.0 
 167 	-0.6363443358 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000715 	 0.000000000115 	 14.0 
 168 	 -0.6441702425 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053469371275 	 --- 
 168 	-0.6437422429 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000270153469 	  4.0 
 168 	-0.6437403144 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000447 	 0.000000001964 	  8.0 
 168 	-0.6437403144 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000752 	 0.000000000097 	 14.0 
 169 	 -0.6515716221 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053432555205 	 --- 
 169 	-0.6511439127 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000269938700 	  4.0 
 169 	-0.6511419932 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000454 	 0.000000001941 	  8.0 
 169 	-0.6511419932 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000722 	 0.000000000187 	 14.0 
 170 	 -0.6589786800 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053395744005 	 --- 
 170 	-0.6585512625 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000269723953 	  4.0 
 170 	-0.6585493520 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000462 	 0.000000001978 	  8.0 
 170 	-0.6585493520 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000675 	 0.000000000104 	 14.0 
 171 	 -0.6663913962 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053358938285 	 --- 
 171 	-0.6659642723 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000269509231 	  4.0 
 171 	-0.6659623707 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000469 	 0.000000001960 	  8.0 
 171 	-0.6659623707 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000679 	 0.000000000107 	 14.0 
 172 	 -0.6738097507 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053322138641 	 --- 
 172 	-0.6733829220 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000002 	 0.000269294539 	  4.0 
 172 	-0.6733810293 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000476 	 0.000000001972 	  8.0 
 172 	-0.6733810293 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000725 	 0.000000000087 	 14.0 
 173 	 -0.6812337235 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.053285345667 	 --- 
