	 its 	 r 	 ds 	 Newton iteration 	 flag 	 tol 	 residual 	 F(u;r) 	 iterations needed 
 232 	-1.1281132697 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000256593547 	  4.0 
 232 	-1.1281118231 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000824 	 0.000000002436 	  8.0 
 232 	-1.1281118231 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000374 	 0.000000000353 	 14.0 
 233 	 -1.1362477053 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051108397560 	 --- 
 233 	-1.1358412320 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000256386572 	  4.0 
 233 	-1.1358397915 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000828 	 0.000000002448 	  8.0 
 233 	-1.1358397915 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000492 	 0.000000000112 	 14.0 
 234 	 -1.1439798567 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051072874952 	 --- 
 234 	-1.1435737444 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000256179795 	  4.0 
 234 	-1.1435723101 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000833 	 0.000000002455 	  8.0 
 234 	-1.1435723101 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000429 	 0.000000000208 	 14.0 
 235 	 -1.1517165423 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051037383778 	 --- 
 235 	-1.1513107916 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000255973219 	  4.0 
 235 	-1.1513093634 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000837 	 0.000000002458 	  8.0 
 235 	-1.1513093634 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000409 	 0.000000000196 	 14.0 
 236 	 -1.1594577469 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.051001924286 	 --- 
 236 	-1.1590523583 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000255766844 	  4.0 
 236 	-1.1590509363 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000842 	 0.000000002469 	  8.0 
 236 	-1.1590509363 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000481 	 0.000000000105 	 14.0 
 237 	 -1.1672034552 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050966496718 	 --- 
 237 	-1.1667984294 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000255560671 	  4.0 
 237 	-1.1667970134 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000846 	 0.000000002466 	  8.0 
 237 	-1.1667970134 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000440 	 0.000000000210 	 14.0 
 238 	 -1.1749536523 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050931101311 	 --- 
 238 	-1.1745489897 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000255354704 	  4.0 
 238 	-1.1745475798 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000850 	 0.000000002475 	  8.0 
 238 	-1.1745475798 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000445 	 0.000000000346 	 14.0 
 239 	 -1.1827083230 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050895738302 	 --- 
 239 	-1.1823040242 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000255148942 	  4.0 
 239 	-1.1823026202 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000855 	 0.000000002502 	  8.0 
 239 	-1.1823026202 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000433 	 0.000000000345 	 14.0 
 240 	 -1.1904674523 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050860407920 	 --- 
 240 	-1.1900635178 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000254943388 	  4.0 
 240 	-1.1900621198 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000859 	 0.000000002485 	  8.0 
 240 	-1.1900621198 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000413 	 0.000000000195 	 14.0 
 241 	 -1.1982310253 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050825110394 	 --- 
 241 	-1.1978274556 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000254738044 	  4.0 
 241 	-1.1978260635 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000863 	 0.000000002516 	  8.0 
 241 	-1.1978260635 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000478 	 0.000000000099 	 14.0 
 242 	 -1.2059990272 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050789845946 	 --- 
 242 	-1.2055958227 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000254532909 	  4.0 
 242 	-1.2055944365 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000868 	 0.000000002517 	  8.0 
 242 	-1.2055944365 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000456 	 0.000000000198 	 14.0 
 243 	 -1.2137714430 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050754614798 	 --- 
 243 	-1.2133686044 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000254327987 	  4.0 
 243 	-1.2133672240 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000872 	 0.000000002524 	  8.0 
 243 	-1.2133672240 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000487 	 0.000000000103 	 14.0 
 244 	 -1.2215482582 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050719417165 	 --- 
 244 	-1.2211457858 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000254123278 	  4.0 
 244 	-1.2211444113 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000876 	 0.000000002513 	  8.0 
 244 	-1.2211444113 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000511 	 0.000000000131 	 14.0 
 245 	 -1.2293294580 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050684253262 	 --- 
 245 	-1.2289273523 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000003 	 0.000253918784 	  4.0 
 245 	-1.2289259835 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000880 	 0.000000002520 	  8.0 
 245 	-1.2289259835 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000457 	 0.000000000125 	 14.0 
 246 	 -1.2371150278 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050649123297 	 --- 
 246 	-1.2367132892 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000253714506 	  4.0 
 246 	-1.2367119262 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000884 	 0.000000002526 	  8.0 
 246 	-1.2367119262 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000468 	 0.000000000149 	 14.0 
 247 	 -1.2449049530 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050614027477 	 --- 
 247 	-1.2445035820 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000253510445 	  4.0 
 247 	-1.2445022247 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000889 	 0.000000002535 	  8.0 
 247 	-1.2445022247 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000479 	 0.000000000087 	 14.0 
 248 	 -1.2526992192 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050578966006 	 --- 
 248 	-1.2522982162 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000253306603 	  4.0 
 248 	-1.2522968646 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000893 	 0.000000002528 	  8.0 
 248 	-1.2522968646 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000447 	 0.000000000112 	 14.0 
 249 	 -1.2604978119 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050543939082 	 --- 
 249 	-1.2600971773 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000253102981 	  4.0 
 249 	-1.2600958314 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000897 	 0.000000002533 	  8.0 
 249 	-1.2600958314 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000456 	 0.000000000089 	 14.0 
 250 	 -1.2683007168 	 0.0100000000 	    0 	 -- 	 --- f	 --- 	 0.050508946902 	 --- 
 250 	-1.2679004510 	 0.0100000000 	    1 	    0 	 0.00100000	 0.00000004 	 0.000252899580 	  4.0 
 250 	-1.2678991107 	 0.0100000000 	    2 	    0 	 0.00100000	 0.00000901 	 0.000000002538 	  8.0 
 250 	-1.2678991107 	 0.0100000000 	    3 	    0 	 0.00100000	 0.00000576 	 0.000000000112 	 14.0 
